0.36300000,1.72500000,3.38450000,3.77200000,0.00000000
1.48800000,6.59100000,4.14750000,1.62000000,-0.87750000
1.88100000,4.12500000,-1.30200000,-0.65200000,-0.33750000
1.31100000,5.79600000,4.07050000,2.35200000,-1.30500000
8.13900000,1.99800000,3.72050000,-1.09200000,-0.47700000
8.59800000,-0.63900000,0.58100000,0.40000000,-0.42300000
0.92400000,4.32300000,6.60450000,-2.37200000,0.00000000
0.73500000,5.38800000,7.39900000,-3.00800000,-1.15650000
3.34500000,0.99300000,4.34000000,8.15600000,4.70250000
2.64900000,1.62900000,4.46250000,8.83600000,3.10950000
0.44100000,1.25100000,1.80250000,-2.92000000,0.00000000
1.99800000,9.62400000,-1.76050000,-0.92000000,1.57050000
0.70200000,4.37700000,7.16800000,4.06400000,5.32350000
0.74700000,1.65900000,6.62200000,6.63200000,-2.56950000
0.61500000,3.79800000,6.93350000,-3.49600000,0.00000000
0.44100000,2.55300000,5.24650000,10.34000000,-4.48200000
0.20700000,-0.49800000,1.49800000,-1.63200000,0.00000000
6.98100000,6.46800000,-0.95200000,-0.56800000,-0.37800000
6.40200000,2.65200000,-0.47950000,0.41600000,0.46800000
2.69400000,4.21500000,-1.20400000,-0.45200000,0.00000000
0.42000000,1.10700000,1.58550000,8.10000000,-4.13550000
2.19000000,8.78400000,-1.73600000,-0.75600000,-0.59850000
1.12800000,5.90400000,2.29950000,-1.10000000,-0.87750000
1.09800000,4.48200000,4.36800000,-1.65200000,-0.81900000
0.90600000,9.99300000,-2.32400000,1.28000000,-0.77400000
1.29000000,7.62300000,3.79050000,-1.92800000,0.00000000
0.63000000,2.46600000,8.47000000,5.03200000,5.74650000
0.56100000,1.42200000,1.91800000,3.98400000,0.00000000
1.31100000,1.68300000,4.59900000,7.24400000,-2.30400000
0.40500000,1.47300000,1.34400000,-1.48000000,5.02200000
1.11000000,2.43000000,3.10800000,6.51200000,-4.67550000
3.15300000,6.18900000,-1.49450000,0.92400000,-0.59400000
1.40400000,7.77300000,-1.59250000,-0.95200000,-0.54450000
0.50100000,1.09200000,1.94600000,1.29600000,3.61800000
0.84000000,1.85700000,2.57250000,3.74800000,0.00000000
1.33500000,2.62500000,5.15200000,4.00000000,5.43150000
1.14900000,3.80100000,4.00750000,2.30000000,-0.95400000
4.10700000,6.61200000,-1.27750000,1.00800000,0.82350000
1.65300000,6.92400000,-1.80950000,-0.75600000,-0.54900000
1.68600000,7.73400000,-2.09300000,1.73200000,2.20950000
4.16100000,2.43600000,8.61700000,-2.25600000,-1.09350000
0.29400000,1.00500000,1.97400000,3.54800000,8.37900000
1.74600000,9.75600000,-1.78850000,2.80800000,-1.12500000
0.27300000,1.32900000,1.49450000,2.95200000,-3.24450000
