-4.98000000,2.92250000
-0.13800000,5.28500000
-1.74300000,-4.44500000
-3.33000000,1.53650000
1.25100000,-5.39000000
-2.47800000,2.38700000
-4.71000000,3.16750000
3.78000000,-3.60500000
3.87000000,-1.74650000
3.81000000,2.06150000
-2.89500000,-3.42300000
-0.09090000,7.38500000
-1.31700000,4.79500000
-5.79000000,2.11050000
3.48000000,0.17115000
7.77000000,-4.02500000
-2.86800000,3.88500000
-2.37300000,-4.41000000
-2.89200000,0.37800000
1.16400000,1.69400000
-0.80700000,3.36350000
-3.84000000,-1.64850000
1.65600000,3.64000000
1.90800000,2.64600000
-1.48200000,-4.27000000
-2.01600000,4.72500000
-1.30200000,7.84000000
6.03000000,-2.43250000
-4.47000000,-0.01137500
-3.39000000,0.57400000
0.10290000,-4.13000000
1.30500000,1.38950000
1.23600000,-0.43400000
-5.46000000,1.65900000
-1.15200000,-1.38950000
1.16400000,-0.29785000
-1.11600000,-4.83000000
1.49100000,4.44500000
2.56200000,-2.89450000
1.92900000,-1.41050000
-2.45700000,4.41000000
1.81500000,6.51000000
3.33000000,-0.37100000
-8.52000000,-0.61950000
-5.34000000,-5.53000000
-0.08970000,2.15950000
2.94300000,1.86200000
-3.57000000,-3.50000000
-4.23000000,3.99000000
5.73000000,4.79500000
2.73000000,2.32750000
2.90700000,3.22350000
0.37800000,-3.02750000
-1.46400000,-4.58500000
1.26000000,3.85000000
1.48800000,-2.14900000
-0.66900000,-1.46650000
5.43000000,-1.92850000
-5.43000000,-1.90050000
-3.36000000,-1.03950000
-0.78000000,4.76000000
-5.25000000,-5.70500000
0.58800000,4.44500000
3.69000000,0.34965000
0.61200000,-4.51500000
-0.28860000,0.66500000
-3.69000000,-4.55000000
1.87500000,4.83000000
-0.12330000,1.12000000
-0.17520000,1.89000000
-5.10000000,-1.93900000
2.85900000,3.99000000
1.41000000,-2.67750000
-3.96000000,3.17450000
-4.65000000,-5.60000000
-4.05000000,-2.40800000
2.76900000,3.26550000
-1.89900000,0.89950000
-3.06000000,2.97150000
-2.03700000,1.87600000
-2.33100000,-4.65500000
3.12000000,-3.95500000
-0.43800000,0.46200000
3.21000000,-4.83000000
1.38600000,6.61500000
4.35000000,-4.34000000
-4.74000000,-1.23200000
0.63300000,5.98500000
-3.72000000,0.35000000
-3.21000000,-2.17700000
-1.42500000,-3.57000000
-2.95800000,-4.44500000
-1.95300000,1.29150000
-5.25000000,2.52700000
-2.98500000,-3.27950000
-2.25900000,3.85000000
-0.95400000,1.10950000
0.29430000,1.62750000
-4.92000000,-3.67500000
-0.57900000,-1.00800000
3.18000000,-0.81200000
-3.33000000,-2.28550000
0.50100000,-2.77550000
-0.39300000,6.16000000
-3.75000000,2.99950000
2.82600000,0.86800000
-2.38200000,3.74500000
1.34100000,3.22000000
0.10380000,5.95000000
-0.58500000,4.58500000
4.05000000,2.29950000
3.69000000,1.60300000
-0.19710000,-4.16500000
-2.90700000,3.57000000
-2.13300000,1.62750000
-0.97200000,-3.60500000
1.84800000,-3.74500000
1.18800000,6.33500000
-2.03700000,-0.33495000
2.93100000,2.08950000
4.35000000,-0.65800000
-2.72100000,1.45600000
3.42000000,2.12450000
-4.35000000,1.31950000
-3.06000000,-0.10780000
-0.42600000,5.77500000
3.21000000,-0.15155000
-3.93000000,-3.16050000
5.25000000,0.05600000
-2.26800000,-2.37650000
-3.06000000,5.35500000
-0.07380000,-0.49350000
1.56900000,-4.83000000
-2.11200000,2.48500000
-4.77000000,-2.38000000
-1.26600000,-0.84350000
1.39800000,0.98350000
-2.01000000,-1.92500000
2.43600000,-2.62850000
-1.79700000,5.04000000
-1.04100000,-3.95500000
4.89000000,-0.87850000
3.48000000,2.96450000
-3.54000000,3.01700000
-3.81000000,-2.40800000
-5.55000000,1.90750000
2.49600000,-4.51500000
0.42900000,0.92050000
-0.69000000,3.78000000
-0.59400000,-1.87600000
-1.63200000,-2.70550000
-5.88000000,1.55750000
-7.11000000,-0.03500000
3.87000000,-2.29950000
1.99800000,-5.32000000
-3.33000000,-2.87350000
-2.04000000,1.09900000
-1.39800000,-2.97850000
-5.28000000,-4.09500000
-0.33300000,-4.65500000
-2.50800000,-1.77450000
-0.15870000,-0.05880000
5.43000000,-0.19145000
0.73800000,-2.68450000
0.90300000,-3.24800000
2.77800000,3.40200000
2.16000000,-0.53900000
-2.33700000,-3.99000000
0.87000000,2.06850000
-0.62400000,-2.26100000
-0.20790000,-4.55000000
0.57900000,6.02000000
-0.70200000,-3.40900000
2.04900000,5.60000000
2.79600000,1.75350000
0.82500000,4.13000000
-1.37700000,-3.88500000
2.39700000,3.48250000
-2.25000000,3.99000000
-2.85300000,4.86500000
1.75800000,4.02500000
3.93000000,-1.26000000
0.10350000,-2.41850000
0.75000000,-3.85000000
-1.78800000,-4.65500000
-0.33000000,-1.30200000
3.69000000,-0.34895000
-6.57000000,-4.55000000
2.12400000,3.36350000
-0.66900000,3.64000000
1.58400000,-3.64000000
-0.55800000,-0.32375000
1.97700000,-3.44750000
-2.78700000,-4.86500000
1.27200000,1.91450000
-0.98700000,-3.34250000
3.75000000,-0.51100000
0.92100000,0.42000000
3.48000000,-3.78000000
4.02000000,-2.21200000
-3.45000000,2.05450000
-1.86300000,4.06000000
3.42000000,2.84900000
-1.77900000,-5.53000000
-1.58700000,-3.57000000
-3.66000000,-0.37450000
2.71200000,3.64000000
2.43300000,7.00000000
-5.43000000,-2.25050000
-0.53100000,-5.07500000
-4.29000000,0.09835000
-1.73700000,2.76500000
-2.67900000,-4.44500000
-2.91600000,-3.71000000
-0.07140000,0.00142450
-0.89400000,-4.06000000
-0.36000000,-4.27000000
-2.31000000,1.27400000
-5.22000000,2.42550000
-3.57000000,-3.99000000
-2.64600000,-2.54100000
4.23000000,0.90300000
-0.10110000,-4.76000000
-3.75000000,3.44750000
3.51000000,1.56100000
0.99000000,-5.18000000
1.88100000,-0.22015000
1.22700000,6.16000000
-0.38400000,-3.99000000
-3.99000000,3.07300000
-1.87500000,-3.99000000
2.99700000,-3.92000000
-1.10100000,-3.64000000
-2.85300000,1.86550000
0.46800000,0.53200000
2.62200000,6.26500000
3.96000000,-5.18000000
-5.10000000,-2.95750000
-5.01000000,3.08000000
5.25000000,4.65500000
-1.64100000,-4.58500000
0.32400000,-1.06400000
1.80900000,6.30000000
-1.79400000,-4.72500000
1.15500000,-2.60400000
2.46600000,1.75350000
-3.03000000,-1.38950000
-0.07620000,-2.76500000
-5.28000000,-2.21200000
5.22000000,3.37400000
3.36000000,3.99000000
-0.69600000,2.19100000
0.39900000,-1.98800000
2.85600000,-6.65000000
0.76200000,-3.01700000
-1.20900000,-1.70800000
-3.57000000,3.99000000
1.54500000,3.09400000
-4.14000000,-2.89100000
5.10000000,-0.11760000
-3.72000000,-1.73950000
-2.90100000,2.07200000
1.00500000,-1.69050000
3.81000000,-2.36250000
0.60900000,2.15950000
-2.05500000,1.60650000
3.90000000,3.64000000
-1.60800000,3.95500000
-3.06000000,-0.51100000
2.10900000,-2.04050000
-3.63000000,3.50000000
0.99900000,-2.95750000
-0.76800000,-0.40250000
3.39000000,1.50150000
4.38000000,-0.49000000
1.00500000,6.82500000
-0.88500000,-4.44500000
0.41100000,-3.01700000
3.27000000,2.14900000
6.60000000,4.41000000
4.47000000,2.19450000
-0.61800000,-0.07245000
0.78900000,-5.18000000
-3.33000000,-1.22850000
3.72000000,2.12800000
-0.73800000,-2.58650000
2.18700000,5.21500000
5.25000000,-3.60500000
2.20500000,1.99850000
3.45000000,0.85050000
-2.97000000,0.80850000
3.75000000,-0.70700000
3.72000000,-4.65500000
-2.93100000,2.23650000
-0.56100000,-0.93450000
0.05250000,5.14500000
-0.57000000,0.58800000
