1.63656000,-3.34313000,6.73456000,-3.20212000
2.45592000,1.42100000,1.74088000,-0.14217780
4.91664000,0.32880400,1.33368000,1.55708100
-2.46348000,2.68695000,-0.63635200,-2.06346000
-3.19080000,-1.12406000,1.09176000,0.27988800
-0.00827028,6.50517000,-0.32994400,-3.33846000
4.86288000,3.97614000,-1.57544000,0.04467430
-4.43532000,-9.57453000,14.06360000,-4.45077000
4.58400000,7.64953000,-3.20896000,-8.54828000
-1.36692000,1.26889000,5.53152000,1.19215900
-2.23008000,5.52020000,-1.33144000,-3.12528000
6.59328000,1.08346000,0.03335520,3.27828000
-4.67436000,2.82744000,-0.24152000,-3.71212000
-0.20018400,4.12818000,0.39871200,-1.19074800
2.07084000,-3.12879000,6.57752000,-3.07241000
3.21588000,2.19443000,0.27258400,0.99431300
3.42732000,4.84232000,-0.63497600,0.82285100
2.91444000,6.56747000,-2.59816000,-2.47231000
5.24208000,6.77026000,-3.16848000,-5.37625000
4.58928000,-2.17567000,1.96296000,0.88440800
4.11744000,4.38459000,-1.56104000,-0.61480500
3.03936000,5.26960000,-0.33543200,-4.50126000
2.87424000,6.65581000,-2.54264000,-5.11462000
0.62160000,0.18105500,-0.67268000,1.63400600
-5.14308000,5.96638000,2.51136000,-1.55786300
5.31540000,-1.64549000,1.36384000,1.54608200
1.09578000,2.33639000,-3.24456000,-2.84597000
-0.03037680,-0.12168100,-0.09071200,2.07366000
1.52952000,6.17204000,-1.22584000,-3.05269000
5.98560000,5.04364000,-2.62768000,-1.97336000
-4.96908000,2.42333000,-0.38272800,-6.60943000
1.81188000,0.02751490,4.98656000,-0.51588200
-1.42308000,-0.87633000,1.81080000,1.31306300
-4.50876000,-5.80412000,8.24256000,0.64700300
-2.43420000,2.69276000,-0.50748000,-1.99750000
4.14792000,6.66596000,-3.20896000,-6.11048000
-1.52004000,1.97281000,-1.94080000,-3.20654000
-7.67748000,4.51353000,0.86688000,-11.24992000
-0.35412000,6.33423000,-0.42180000,-3.53413000
-2.52708000,0.82705000,-0.42659200,-1.40617200
5.09736000,5.38692000,-2.21568000,-1.83039000
-2.60088000,0.08690500,-0.83720000,-1.46553600
3.03972000,2.03945000,-0.65760000,-0.20813100
-1.98168000,-5.94895000,7.28976000,2.10443000
-4.97748000,4.98575000,-0.06672320,-10.90924000
-1.66620000,8.75182000,0.55294400,-12.83279000
1.60188000,4.28323000,0.37197600,0.84704200
-1.96632000,2.35088000,-1.38416000,-6.05982000
-2.32668000,1.09942000,0.03678320,-1.90740000
-3.07800000,-4.05293000,4.80976000,0.07984560
-0.90951600,1.77443000,-2.43712000,-2.14693000
-5.25276000,-3.86169000,8.75120000,-0.69394000
-4.46172000,-5.95623000,9.89040000,-1.62380600
-3.60732000,-8.56639000,9.56416000,-3.67251000
-2.99292000,2.48129000,-1.09768000,-4.84211000
-3.16872000,-3.09113000,4.78640000,-0.23670800
1.88412000,5.53903000,0.23214400,-3.73201000
6.88236000,3.69656000,-1.80784000,0.12820720
-2.18580000,1.92647000,-0.57808800,-4.00010000
-4.79196000,1.83526000,0.50290400,-1.97115000
4.63728000,2.59427000,0.56322400,0.59863800
-4.15260000,1.88307000,0.12932000,-1.73808000
3.19776000,7.52780000,-2.71952000,-7.08645000
3.07620000,4.74383000,-0.49583200,0.65579200
-1.82640000,-4.64681000,4.59928000,-0.18174700
-2.83548000,-0.07387800,1.54688000,1.93086000
6.89472000,7.12656000,-3.82856000,-7.37222000
-0.08580360,2.61884000,-3.63320000,-7.22942000
5.11032000,7.90734000,-3.27544000,-7.38769000
-1.28928000,-4.41791000,4.28400000,1.36802400
-0.94428000,6.69641000,-3.02936000,-12.75578000
-5.61180000,-3.96452000,8.77520000,-0.56863300
-0.24744000,6.45449000,-2.96352000,-11.57751000
-2.03856000,-4.98141000,4.63216000,0.28429100
2.29884000,4.25712000,0.18964000,-3.41972000
5.81412000,5.67812000,-2.36096000,-2.50308000
-1.56792000,0.17670800,0.60984000,3.01886000
-2.04768000,2.31616000,-1.82632000,-3.73626000
3.06708000,2.35235000,1.62568000,0.45575300
-3.15432000,0.12601400,1.43648000,1.65379400
3.50796000,4.23248000,-0.08934400,-0.99730500
5.79264000,2.14809000,0.54883200,1.37242700
5.65368000,1.45285000,-0.21616000,2.10443000
-2.20692000,-6.36181000,7.39328000,-0.17734400
2.27916000,5.36375000,0.12315200,-5.28836000
4.61004000,7.01505000,-3.41592000,-8.35703000
-1.90524000,-4.62504000,4.64176000,0.53708100
2.42316000,0.57649200,3.70952000,2.41434000
1.85472000,5.98374000,0.33496000,-3.70328000
-5.46372000,-8.80978000,12.35336000,-2.54711000
4.91376000,-2.07718000,1.89512000,1.28229300
-1.66884000,-0.96467000,1.84440000,-0.03666220
4.31784000,4.99149000,-1.04280000,0.36121600
-1.72524000,-1.00240000,1.69152000,0.71513900
-0.99121200,2.07277000,-1.02912000,-2.48999000
-5.93364000,2.31035000,0.85040000,-2.45480000
-6.08112000,-3.63139000,8.34128000,-1.47432500
0.01159356,2.49284000,-3.52560000,-7.49751000
2.55288000,3.63573000,-1.43768000,-1.99971000
0.25172400,-0.32302200,6.18136000,1.54608200
3.87528000,5.41737000,-0.30252800,-4.31885000
6.75264000,7.05999000,-3.43448000,-6.48414000
2.70204000,-3.59954000,3.43328000,-2.12279000
-2.39592000,-6.65007000,7.74560000,-0.21911300
-6.19932000,5.63031000,0.03541200,-7.64711000
4.43064000,-2.77095000,3.47512000,2.29789000
-2.23548000,-0.59388700,2.03016000,0.16557830
0.68953200,7.07735000,-1.35336000,-7.46674000
-5.86332000,4.93794000,-0.13801600,-11.83030000
4.15512000,-3.11430000,2.83416000,0.26229300
-5.37300000,-9.12121000,13.66672000,-5.15865000
4.83948000,0.16222500,0.71265600,2.00991000
-0.24744000,6.45449000,-2.96352000,-11.57751000
-2.21376000,0.87780000,0.21774400,-1.82376000
3.87636000,5.48688000,-2.82784000,-2.06567000
