-7.00000000,-9.00000000,-8.55702500,-8.80000000,5.60000000,-3.00000000,1.70000000,-3.60000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,190.00000000,-9.54545455
-1.75000000,-6.00000000,-8.37242500,-5.20000000,0.80000000,-6.00000000,-6.10000000,2.80000000,-9.50000000,2.00000000,-10.00000000,-10.00000000,190.00000000,-9.54545455
2.25000000,-3.00000000,-7.39435000,-7.60000000,2.00000000,-9.00000000,-4.80000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,165.00000000,-9.54545455
-2.00000000,-9.00000000,-6.66545000,-7.60000000,2.00000000,-9.00000000,-7.40000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,215.00000000,-9.54545455
-6.25000000,-9.00000000,-8.61807500,-5.20000000,0.80000000,-9.00000000,0.40000000,-6.80000000,-9.50000000,2.00000000,-9.12280000,-10.00000000,190.00000000,-9.54545455
1.50000000,-9.00000000,-8.89931250,-7.60000000,2.00000000,-9.00000000,1.70000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,290.00000000,-9.54545455
-4.75000000,-9.00000000,-9.35920000,6.80000000,9.20000000,-9.00000000,-2.20000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,485.00000000,0.90909091
-2.75000000,3.00000000,-5.82451250,-7.60000000,2.00000000,-9.00000000,-3.50000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,190.00000000,-9.54545455
-2.00000000,-9.00000000,-8.23111250,3.20000000,6.80000000,-9.00000000,-3.50000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,190.00000000,-9.54545455
-7.25000000,-9.00000000,-7.70247500,-5.20000000,0.80000000,-9.00000000,-0.90000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,190.00000000,-9.54545455
-8.00000000,-9.00000000,-6.77127500,-1.60000000,3.20000000,-3.00000000,-8.70000000,2.80000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,215.00000000,-9.54545455
3.75000000,-9.00000000,-7.65633750,-5.20000000,0.80000000,-9.00000000,6.90000000,-0.40000000,-9.50000000,1.00000000,-10.00000000,-10.00000000,190.00000000,-9.54545455
-2.75000000,-9.00000000,-5.77368750,-7.60000000,2.00000000,-9.00000000,-7.40000000,-0.40000000,-5.00000000,1.00000000,-10.00000000,-10.00000000,190.00000000,-0.90909091
